"id","titulo","texto"
702,"Si tocara la Primitiva","Una mujer le dice a su esposo:#¿Qué harías si me tocara la primitiva?#Pues…..me quedaría con la mitad, me separaría de ti y me iría de casa.#Muy bien,pues me han tocado 10 euros; toma tus 5 y ya te estás largando …"
703,"La mesita de noche","Había un individuo tan tonto, tan tonto, tan tonto…. que no compraba la mesita de noche porque no tenía donde ponerla de día."
704,"99 en chino","- ¿Como se dice 99 en chino?#- Cachichien"
705,"Televisión en el baño","- ¿Por qué los de Lepe ponen una televisión de pantalla plana en el baño?#- Porque se ve que te cagas."
706,"El Madrid de Mourinho","- ¿En qué se parece el Madrid de Mourinho a un pesebre?#- En que los dos están llenos de figuras pero ninguna se mueve."
707,"Penalti de Sergio Ramos","- Mama , Mama! Mira, una estrella fugaz!#- No hijo no, es el penalty de Sergio Ramos."
708,"Tarzán y el ratoncito","Va por la selva Tarzán (el hombre mono), de pronto se encuentra con un ratoncito y le dice:#- Tan chiquito y con bigotes............?#El ratón lo mira con cara maliciosa y le responde:#- Y tú..........? Tan grandote y con pañal..........?"
709,"Barco de vela","Iba un barquito de vela y se apagó."
710,"La vaca que ríe","¿Qué se esconde detrás de la marca de quesitos la vaca que ríe?#- El toro que empuja!"
711,"Vaya con la preguntita","Le dice un lepero a otro:#- Oye Paco, he comprado un condensador de protones estroboscópicos con fisionador calimastrado y lo he puesto en mi patio.#- ¡EEEEEE! Espera un momento. ¿Qué coño es un patio?"
712,"El Conductor","Un señor está cruzando un paso de cebra, viene un coche a toda marcha y casi le pilla.#-Eh, tu - le dice al conductor -¿es que no sabes tocar el claxon?#- Sí señor, lo que no sé es conducir."
713,"Regar el jardín","Le dice un lepero a otro#- Curro ¿Por qué no regaste el jardín?#- Porque está lloviendo a cántaros.#- No seas vago, hombre, aquí tienes un paraguas."
714,"Carrera de patos","¿Que le dice un pato a otro pato jugando a las carreras?#Vamos empatados."
715,"Lepero descuelga el telófono","Coge un lepero el teléfono#- ¡Holaaaa!. ¿Es el nueve, cuatro, dos, ocho seis, siete, nueve, uno, cuatro.#- Si, si, no, si, si, no, si, no, si."
716,"¿Como murió Kung Fu?","¿Saben cómo murioKung Fu?#Pués lo mataron porque lo kunfundieron."
717,"Ver el eclipse","Uno de Lepe pregunta a su padre.#- Papa, ¿Puedo salir a ver el eclipse?#- Está bien hijo, pero no te acerques demasiado."
718,"¿Qué es una hipoteca?","Le preguntan a Maripily , ¿qué es una hipoteca?#-Es el lugar donde los hipopótamos van de fiesta los fines de semana."
719,"Amor de madre","¿ Por qué las gallinas quieren tanto a sus pollitos?#-Porque les costó un huevo tenerlos."
720,"Un libro de matemáticas","¿Por qué un libro de matemáticas se suicidó?#- Porque tenía muchos problemas."
721,"Pregunta de historia","Le preguntan a Maripily, ¿quién fue Juana de Arco?#-Ayy, esa tipa era una drogadicta, no ves que en el libro de historia dice que murió por heroína..."
722,"Ultimas noticias","Lepero suicida, mata a su hermano gemelo por error"
723,"Juicio a un Lepero","Se juzga a un lepero y dice el fiscal al acusado:#- A ver, ¿por qué disparó dos tiros contra su suegra?#- ¡Por qué no tenía mas balas!"
724,"Reconocimiento médico","Un individuo va a la consulta médica y dice:#-Doctor vengo para que me reconozca.#El médico se lo queda mirando y le contesta.#-Disculpe, pero ahora no caigo."
725,"Agenda de teléfonos","¿Por qué los leperos usan solamente la letra 'T' en sus agendas de teléfonos?#- Teléfono de Antonio, teléfono de Luis, teléfono de ... .."
726,"Un español y un chino","Saludo de un español a un chino:#¡Hola!#Y el chino le contesta: las doce y tleinta."
727,"Gallego en el baño","¿Por qué un gallego se colgó en el baño? Porque leyó el letrero que decía: COLGATE"
728,"Con acento","El pequeño Jaimito pregunta a su padre:#- Oye, papá ¿Pendejo se acentúa?#- Con los años, hijo, con los años, le contesta el padre."
729,"La jerarquía","La jerarquía es como un estante..... ¡A más altura, menos sirve....!"
730,"Lepero mandando un fax","¿Cómo manda un Lepero un fax confidencial?#- En un sobre cerrado."
731,"Cosas de la nevera","Estaban 2 tomates en la nevera y uno le dice al otro:#- Oye eres feo, peludo y te estás poniendo de otro color.#Y le contesta el otro:#- ¿Pero qué me estás contando? Si soy un Kiwi"
732,"Maripily llama al aeropuerto","-¿Aló, aeropuerto?, le habla Maripily ¿Puede decirme cuánto dura el vuelo de San Juan a Miami?#-Sí, un minuto...#-¡Ay!, muchas gracias..."
733,"Perros de caza","Estos son Zidane i Nhug, nuestros perros de caza...#.... de caza nueztra."
734,"Jefes y nubes","Los jefes son como las nubes.... ¡¡ cuando desaparecen, el día se arregla !!"
735,"Un lepero en el viaje de Colón","- ¡¡¡ Almirante, Almirante !!! quince carabelas se acercan.#- ¿Una flota?#- No, flotan todas."
736,"La indiscreta","-Carmen, ¿Estás enferma?. Te lo pregunto porque he visto salir a un médico de tu casa, esta mañana.#- Mira, ayer por la mañana yo vi salir a un militar de la tuya, y no estamos en guerra, ¿verdad?"
737,"Pan recién hecho","- ¡Mamá! ¡Mamá! ¿Cuando comeremos pan de hoy?#- Mañana, hijo, mañana."
738,"La leche y el cacao","¿Qué le dice la leche al cacao?#-Si me vas a echar un polvo, aprovecha ahora que estoy calentita!!."
739,"Castigo para la bigamia","¿Conoces cuál es el castigo para la bigamia?#- Tener dos suegras."
740,"Suegra mala, descansa en paz","Era una suegra tan mala, tan mala, tan mala, que cuando se murió en su tumba pusieron:#- 'Aquí descansa ella, pero en casa descansamos todos'"
741,"Entierro de un Lepero","Se muere un lepero y durante el velatorio se acerca un amigo al hijo y le dice:#-Lo siento.#-No, dejalo acostado, tal como está."
742,"Jaimito y el salón de belleza","este es Jaimito que ve a su tía y le pregunta:#- De donde vienes#- Del salón de belleza#- Ah! y estaba cerrado?"
743,"Llamada al doctor","Llama un lepero por teléfono y le contestan:#- ¿Si.....dígame?#- Doctor, doctor, mi mujer está a punto de dar a luz.#- ¿Es su primer hijo?#- No, soy su marido."
744,"Maripily y el fin del mundo","Dice Maripily:#- ¿Quién dijo que el mundo se acababa en el 2012?, son todos tan mentirosos. Encontré una lata de atún que caduca en el 2013."
745,"Curva peligrosa","Iba uno de Lepe conduciendo por una carretera secundaria, cuando vió un cartel quedecía: 'Curva peligrosa a la izquierda'. Sin dudar, viró a la derecha."
746,"El peor trabajo","Se encuentran el cepillo de dientes y el rollo de papel higiénico comentando sus cosas.#El cepillo de dientes quejoso dice:#- A veces pienso que tengo el peor trabajo del mundo.#A lo que el rollo de papel higiénico contesta:#- Siiiii….seguro!"
747,"Espermatozoides a la carrera","- ¡Jo, qué cansado estoy!!¿Queda mucho para llegar al útero?- le pregunta un espermatozoide a otro que corría junto a él.#- Pues claro, solo acabamos de pasar las amígdalas,#o sea que..."
748,"El perrito","Era una vez un perro que se llama pegamento se callo y se la pego."
749,"Habitantes de Barcelona","- Oye, ¿sabes cómo se llaman los habitantes de Barcelona?#- Pues.... no, todos no...."
750,"Dos leperos de conversación","- Anoche ligué con una tía buenísima. ¡qué piernas!, ¡qué pechos!, qué culo!#- ¿Y de cara?#- Ah, eso si, ¡carísima!."
751,"Lepero","Lepero lee en un periódico:'Alud mata a 100 personas'.#El tipo comenta en voz baja:#- Qué hijo de puta el Alud ...###El avión del Rey##Estaban dos leperos. Estaban el padre y su hijo mirando al cielo, y pasa un avión.#El niño le dice al padre:#- Papá. ¿Este es el avión del Rey ?#Y el padre le responde:#- No. El avión del rey lleva dos motos delante y dos motos detrás."
752,"Leperos charlando","Le contaba un lepero a otro#- Ibamos yo y Manolín#- No, íbamos Manolín y yo#- Vale, listo, yo no iba."
753,"Maripily","Le dice el hijo a Maripily.#-Mami, ¿hay gelatina?#Y Maripily responde:#-Que yo sepa hay i latina, i griega, pero, ¿G latina?, no, de eso no hay."
754,"Una de leperos","Se encuentran dos leperos y uno le dice al otro.#- Manolo, ¿quieres ser testigo de Jehová?#y el otro le contesta.#- ¡Coño! ¡Pero si ni siquiera he visto el accidente!"
755,"Leperos","Noticia en un periódico de Lepe.#-Ayer fallecieron 4 leperos: Dos en un asesinato y otros dos en la reconstrucción de los hechos-."
756,"Invitación","- Oye, Pepe, te invito a una fiesta de 21 años.#- Vale, tío, pero yo a los tres meses me vuelvo, ¿eh?"
757,"Viejitos","Dos viejitos conversando:#- ¿Prefieres el sexo o la Navidad?#- ¡Sexo, claro! Navidad hay todos los años."
758,"La lavandería","Un señor manda su ropa interior a la lavandería y pone una nota:'Usar más jabón en los calzoncillos'Y cuando recoge su ropa encuentra una nota que decía:'Usar más papel en el culo'"
759,"Entre pollitos","- ¿Cómo maldice un pollito a otro pollito?#- ¿Cómo?#- Caldito seas!"
760,"El alemán","- Hijo, como se llama ese cabrón alemán que me lo esconde todo?#-Alzheimer, papa, alzheimer…"
761,"Niños del mal","- Mamá mi hermanito no es un angelito como decias#- Claro que si, es un angelito#- No, porque cuando yo lo solte del segundo piso el no voló!"
762,"Adivina mi edad","Una pareja se conoce en el bar, después de un par de copas, ella le pregunta:#- Qué edad crees que tengo?#- Por la mirada, alrededor de 22 años, por tu piel y labios unos 20 y por tu cuerpo 18.#Ella dice:#- Madre mía!, tú sí que sabes seducir a una mujer...y ahora dime qué vas hacer?#- Pues... la suma!"
763,"La suegra","- ¿Su nombre?#- Adán#-¿Su esposa?#-Eva#-¡Increíble! ¿Por casualidad la serpiente esta por ahí?#- Claro que si... ¡SUEGRA!"
764,"Doctor,doctor...","- Doctor, a mi amigo le ha picado una víbora en el pene, ¿que hago?#- Chupar y sacar el veneno#- Oye!!! ¿Que dice el Doctor?#- Que te vas a morir"
765,"Pizzas familiares","Entra un hombre a una pizzería, acompañado por dos señoritas y dice:#- Quería dos pizzas 4 quesos.#- ¿Familiares?#- No, son putas, pero les ha entrado hambre."
766,"En gran entierro","En el entierro de un multimillonario, una mujer estaba llorando desesperadamente, y el cura le pregunta:#- ¿Era usted una familiar muy cercana?, ¿verdad?#- No.#- Y, entonces, ¿por qué llora?#- Pues por eso mismo, padre."
767,"Las notas","El hijo a su padre:#- Papá, papá, tengo muy buenas noticias para ti. ¿Recuerdas que me prometiste cincuenta euros si aprobaba el curso? Pues alégrate, porque te vas a ahorrar ese dinero."
768,"Pronombres","El profesor de lengua descubre a Jaimito distraído mirando por la ventana. Se dirige a él, diciéndole:#- ¡A ver, Jaimito, dime dos pronombres!#- ¿Quién? ¿Yo?"
769,"¿Quién es Satanás?","En clase de religión, el profesor pregunta a Jaimito:#- A ver Jaimito, explícanos quién es Satanás?#- Pues... teniendo en cuenta lo que he descubierto del ratoncito Pérez y de los Reyes Magos, yo diría que Satanás son los padres."
770,"¿Por qué papá es calvo?","- Mamá, mamá, ¿por qué papá es calvo?#- Pues porque piensa mucho y es muy inteligente.#- Y, tú mamá, ¿por qué tienes tanto pelo?#- Anda, acábate el desayuno y deja de preguntar tonterías."
771,"El primer dia de cole","Después del primer día de clase de Jaimito, su le pregunta:#- ¿Qué has aprendido hoy, Jaimito?#- Pues por lo visto no lo suficiente mama, porque tengo que volver mañana."
772,"Mucha gente","- Mamá, mamá, hoy debían haber unas cien mil personas en el metro.#- Te he dicho dos mil millones de veces que no quiero que exageres!"
773,"Dos chicas en bikini","Un hombre está mirando descaradamente a dos chicas que están en la playa en bikini, y una le pregunta:#- Pero, bueno, ¿tú qué coño quieres?#- ¡Ah!, ¿es qué puedo elegir?"
774,"El vino amargo","Cuál es el vino más amargo?#- Vino la suegra"
775,"Bikini ligero","Una chica de 14 años se quería comprar un bikini muy diminuto y se lo prueba. Le pregunta a su madre:#- ¿Qué te parece?#- Me parece que si yo lo hubiera usado cuando tenía tú edad, ahora tendrías ocho años más."
776,"La secretaria al teléfono","Un jefe le dice a su secretaria:#- ¿No oyes el teléfono?¿por qué no contestas?#- ¿Para qué, si todas las llamadas son para usted?"
777,"Borrachos","Se encuentran dos borrachos y uno le dice al otro.#- Oye!, tu eres de vomitar ?#Y el otro le contesta.#- No, yo soy de Vodafon."
778,"Las mujeres de un huevo","- ¿Cuántas mujeres caben en un huevo?#- 2, Clara y Ema"
779,"Rubias Vs. Morenas","Una rubia y una morena pasean por un parque.#- (morena) Arg, que asco, un pájaro muerto!!#- (la rubia, mirando al cielo) Donde?"
780,"El 1 al 10 (2)","¿Qué le dijo el 1 al 10?#- Para ser como yo, tienes que ser sincero."
781,"Vascos en la mili","-Atención reclutas!! Armas al hombro!... ¡¡¡Arrr!!!#- ...#- A ver, el de Bilbao, baja el tanque, coño!"
782,"Prueba definitiva","- ¿Tu sabes cuál es la diferencia entre el papel higiénico y las cortinas del baño?#- Mmm, pues no sé.#- Ajá!..entonces fuiste tú!"
783,"Bromas o insultos","En la calle:#- Usted es un gilipollas, un idiota y un imbécil!#- ¡Oiga, oiga!, ¿eso son bromas o insultos?#- ¡Insultos!#- Ah, bueno, es que no aguanto las bromas de nadie."
784,"Con faldas al colegio","- Mamá mamá me dejas ir con faldas al colegio?#- No!#- Mamá! déjame!#- No y no insistas!#- Pero mamá, si ya tengo 15 años#- Que no Manuel que no!"
785,"Pastillas para los nervios","Llega un hombre a una farmacia y le pregunta al farmacéutico:#- ¿Tiene pastillas para los nervios?#- Si#-¡Pues tómese dos que esto es un atraco!"
786,"Extrañas amistades","Dos amigos:#- Hace unos años todas las mujeres iban detrás de mí.#- ¿Y ahora por qué no?#- Es que ya no robo bolsos."
787,"Bueno para el reuma","Un hombre en un balneario le pregunta al recepcionista:#- Oiga, ¿este balneario es bueno para el reuma?#- ¡Coño! ¡Aquí lo cogí yo!"
788,"Jaque mate","Dos amigos gitanos jugando al ajedrez y uno le dice al otro:#- Jaque mate con el caballo.#El otro contesta:#- ¡¡¡Haaala!!! ¡¡¡Y tu ja te mates con la fragoneta!!!"
789,"Diferencias entre árbol y borracho","¿Qué diferencia hay entre un árbol y un borracho?#Que el árbol comienza en el suelo y termina en la copa; y el borracho empieza por la copa y acaba en el suelo."
790,"Arreglando la frase","Un hombre a su pareja:#- Me encantan tus masajes y tu sexo.#- ¿Què?!#- Que me encantan tus mensajes y tus textos"
791,"Diferencias","¿Cuál es la diferencia entre la amante y la esposa?#30 kilos.#¿Cuál es la diferencia entre el amante y el esposo?#30 minutos."
792,"Ojos y dientes","¿Qué tiene 2 ojos y 100 dientes?#Un cocodrilo.#¿Y 2 dientes y 100 ojos?#Un autobús del Inserso."
793,"Debajo de la cama","De madrugada llega el marido a casa:#-¡Pero, ¿Qué hace ese tío debajo de mi cama?#-Debajo no sé, pero encima... ¡Hace maravillas!"
794,"Medio borracho","Un matrimonio, el llega a las tantas y la esposa lo espera en la cama:#- ¿A ver Juan, por qué vienes a casa medio borracho?#- No es mi culpa, se me ha acabado el dinero…"
795,"Gallinas tristes","Qué le dice una gallina deprimida a otra gallina deprimida?#- Necesitamos apoyo"
796,"¿Dónde tenías la cabeza?","- Mamá... creo estoy embarazada...#- Pero hija mía ¿dónde tenías la cabeza?#- Pues entre el volante y cambio de marchas.."
797,"Las fiesta de la médium","Si una médium te invita a una fiesta en su casa, hace falta responderle diciendo que vas a ir?"
798,"Campanadas en Lepe","- Por qué todo el mundo lleva casco en Lepe?#- Porque se rompió la cuerda de la campana de la iglesia y ahora el cura tiene que tirar piedras para que suenen las campanas."
799,"La vista de Lepe","¿Por qué los leperos cierran los ojos cuando se echan crema?#- Porque pone NIVEA."
800,"Las drogas en Lepe","¿Por qué en Lepe no hay heroinómanos?#Porque no han sido capaces de meter el caballo en la jeringuilla."
801,"Semáforos de lepe","¿Por qué en Lepe los semáforos están cuatro o cinco metros más alto de lo normal?#Para que nadie se los salte."
802,"Naranjos de lepe","¿Por qué los leperos plantan las naranjas de 3 en 3?#- Para recoger Trinaranjus."
803,"Los de Lepe no salen de su pueblo","¿Por qué los de Lepe no salen nunca del pueblo?#- Porque a la salida solo hay un letrero que pone Huelva."
804,"Mujeres de Lepe de puntillas","¿Por qué las mujeres de Lepe entran de puntillas en el supermercado?#- Porque no admiten talones."
805,"Lepero gritando y corriendo","¿Qué hace un lepero corriendo y gritando de madrugada por el campo?#- Sembrando el pánico."
806,"Kamikazes","¿Por qué los kamikazes llevaban casco?"
807,"Pilas y suegras","¿Qué diferencia hay entre una pila y una suegra?#Que la pila tiene un lado positivo."
808,"Papá se quiere tirar por el balcón","- Mamá , mamá, ¡Papá está en el balcón y dice que se va a tirar!#- A ver hijo, dile a tu padre que lo que le he puesto son los cuernos, no las alas."
809,"Bebés en la maternidad","Dos bebés recien nacidos están en la maternidad:#- Hola, ¿Tú qué eres un niño o una niña?#- Yo creo que soy una niña, porque mis patucos son de color rosa. ¿Y tú que eres?#- Pues no tengo ni idea porque los huevos no me dejan ver los patucos."
810,"Piernas","- Doctor, tengo una pierna mas larga que la otra, ¿qué debo hacer?#- Cojear"
811,"Complejo de fea","- Doctor, creo que tengo complejo de fea.#- De complejo nada."
812,"Poco tiempo de vida","En la consulta del médico:#- Lo siento, pero tendrá usted que dejar el tabaco, el alcohol y el sexo, le queda poco tiempo de vida.#- ¿Y así viviré más Doctor?#- No, pero se le harán los días más largos."
813,"Niño friki","- Mama, mama, ¡en el cole me llaman friki!#- ¿Y tú qué haces?#- Me bajo tres puntos de carisma."
814,"Hablando en sueños","- Cariño, ayer mientras soñabas decias que ya no me quieres y que te vas a divorciar de mi.#- ¿Y quién te ha dicho que estuviese dormido?"
815,"Gran hombre","Era un hombre que la tenía tan grande, tan grande, que en vez de frenillo tenía ABS."
816,"Niño loco","- Mama, mama. En el colegio dicen que estoy loco.#- ¿Y quién dice eso de ti?#- ¡Las tizas!"
817,"El pie de la abuelita","Abuelita, abuelita, ¿me enseñas el pie que mamá dice que tienes ya en el cementerio?"
818,"Puntualidad","Una profesora a su alumno:#- Tendrías que haber estado aquí a las ocho en punto de la mañana...#- ¿Por qué? ¿Qué ha pasado?"
819,"Dicen","Dos amigos se encuentran:#- Tío, tengo un perro que dice “buenos días”.#- Y yo una lata que dice “tomate frito”."
820,"Suegras y terroristas","¿Qúe diferencia hay entre una suegra y un terrorista?#Que con el terrorista se puede negociar."
821,"Teléfono","Riiiiing, riiiiing#-¿Si, diga?#- Hola muy buenas, este es el uno-uno-uno-uno-uno-uno?#-No, se equivoca está llamando al once-once-once."
822,"Bigote italiano","- Por qué los italianos se dejan bigote?#-Para parecerse a sus madres."
823,"Autobús al cementerio","- Perdone, ¿este autobús me lleva al cementerio?#- Hombre, si te pones delante si."
824,"Niño nervioso","- Oye, ¡qué dos hijos más guapos tienes!#- No, si es uno, pero es que es muy nervioso."
825,"Niños sucios","- Carmeeeeen, ¡lava a los niños!#-¿Para qué? Los reconozco por la voz.###Contradicciones##La vida es una contradicción. 'Separado' se escribe junto y 'todo junto' se escribe separado"
826,"Cristo ahorcado","Era una iglesia tan estrecha, tan estrecha que Jesucristo en lugar de estar crucificado estaba ahorcado"
827,"Esperma jurásico","Un hombre tan viejo, tan viejo que en lugar de tener espermatozoides tenia espermatosaurios."
828,"Cerdos y dinosaurios","Se abre el telón y se ve a un cerdo haciéndolo con a un dinosaurio ¿Título de la película?#Puerco Jurásico."
829,"Poster","Se abre el telón y se ve un cartel con dos mariquitas, ¿Título de la película?#Postergeis"
830,"Tinto Don Simón","Se abre el telón y se ve un tetrabrik de Don Simón, ¿Título de la película?#Es-tinto básico"
831,"Terminator","Se abre el telón y se ve un baño con la puerta cerrada cerrada, y dos vascos, uno fuera esperando y el otro dentro cagando, ¿Título de la película?#Termina-Aitor"
832,"Amnesia","- Doctor, creo sufro de amnesia, alguien me dice algo y en seguida se me olvida#- ¿Desde cuándo te pasa esto?#- ¿Qué?"
833,"Vitaminas para los niños","- Hola, quisiera algunas vitaminas para los niños.#-¿A, B o C?#-No importa, aún no saben leer."
834,"Mujer fea","Era una mujer tan fea, tan fea, tan fea, que cuando pasaba por delante de una obra los albañiles se ponian a trabajar."
835,"Osos y huevos","- Por qué los osos son peludos, grandes y marrones#- Porque si fueran sin pelo, pequeños y blancos no serian osos, serian huevos"
836,"Regalos de navidad","- ¡Mira Papa Noel me ha traído un super garrote de plástico!#- ¡Es una pierna ortopédica cojo estúpido!"
837,"Tocamientos silenciosos","¿Sabes por qué los sordomudos se tocan con la mano izquierda?#Porque gimen con la derecha"
838,"Vendo coche","- Oye Manolo te vendo el coche.#- ¿Y para que quiero yo un coche vendado?"
839,"Lástima y lastima","¿Qué diferencia hay entre “Lástima” y “Lastima”?#El tamaño"
840,"¡Se quema la casa!","- ¡Cariño despiértate! ¡Se está quemando nuestra casa!#- Vale cariño pero no grites o despertarás a tu madre."
