"word";"N";"list_sugerence_first";"list_sugerence_all"
"armado";"1";"armado";"armado,armad,arado,amado,armador,aromado,armando,armados,amador,aromad,armada,arcado,arlado,arpado,arfado"
"armas";"2";"armas";"armas,armás,ramas,asmar,arnas,armad,arma,aras,amas,armase,armaos,aromas,harmas,karmas,armes"
"armería";"1";"armería";"armería,armerías,armaría,artería,ardería"
"armo";"1";"armo";"armo,armó,ramo,aro,amo,aromo,amor,maro,arma,arme,ario,arco,arlo,almo,ardo"
"arpa";"1";"arpa";"arpa,arpá,rapa,ara,arpar,arpan,arpas,carpa,arpad,parpa,harpa,zarpa,para,arpe,arpo"
"arregla";"1";"arregla";"arregla,arreglá,arreglar,arreglan,arreglas,arreglad,arregle,arreglo,arregló,arreglé,ar regla,ar-regla"
"arriba";"6";"arriba";"arriba,arribá,arroba,arria,arriaba,arribar,arriban,arribas,arribad,arribe,arribo,acriba,arrita,arrida,arrima"
"arrr";"1";"arre";"arre,arar,arruar,arriar,arria"
"arte";"1";"arte";"arte,trae,arre,are,ate,arete,artes,darte,marte,parte,harte,tare,ante,arce,arle"
"artificial";"1";"artificial";"artificial,artificiar"
"artista";"1";"artista";"artista,arista,artistas,autista,arpista"
"artistas";"1";"artistas";"artistas,artista,aristas,autistas,arpistas"
"asador";"1";"asador";"asador,arados,asado,asadora,tasador,pasador,arador,asados,atador,amador"
"asando";"1";"asando";"asando,asnado,asonda,asado,aseando,rasando,casando,tasando,masando,aspando,pasando,basando,jasando,sanado,arando"
"asar";"1";"asar";"asar,aras,asa,asara,asare,asear,rasar,casar,tasar,asmar,masar,aspar,pasar,basar,vasar"
"asco";"1";"asco";"asco,saco,osca,aso,asaco,rasco,ascos,casco,tasco,lasco,masco,vasco,caso,asca,aseo"
"asesina";"2";"asesina";"asesina,asesiná,asesinar,asesinan,asesinas,asesinad,asesine,asesino,asesinó,asesiné"
"asesinato";"2";"asesinato";"asesinato,asesinatos,asesinado,asesina to,asesina-to"
"asesino";"1";"asesino";"asesino,asesinó,asesinos,asesina,asesine,asesiná,asesiné,ase sino,ase-sino"
"asi";"1";"así";"así,isa,aso,as,si,asir,casi,asid,asió,asa,ase,ali,ami,psi,asó"
"así";"10";"así";"así,as,asía,asís,sía,asa,ase,aso,asó,asá,asé"
"asistí";"1";"asistí";"asistí,asistía,asistís,asista,asiste,asisto"
"asmática";"2";"mastica";"mastica"
"asmático";"1";"mastico";"mastico"
"asoma";"1";"asoma";"asoma,asomá,asma,soma,asomar,asoman,asomas,asomad,asome,aroma,asomo,asola,aloma,asuma,asomó"
"asombrado";"1";"asombrado";"asombrado,asombrad,sombrado,asombrador,asombrando,asombrados,asombrada,a sombrado,asombra do,asombra-do,asombrad o"
"aspiradora";"1";"aspiradora";"aspiradora,aspirador,aspiradoras,espiradora,aspira dora,aspira-dora,aspirad ora,aspirad-ora,aspirador a"
"asquerosa";"1";"asquerosa";"asquerosa,asquerosas,asqueroso"
"asta";"1";"asta";"asta,asa,ata,astas,casta,lasta,pasta,basta,gasta,fasta,vasta,hasta,atas,tasa,asea"
"asu";"1";"usa";"usa,as,su,asa,ase,aso,asó,así,asá,asé,a su,as u"
"asunto";"3";"asunto";"asunto,asuntó,asuntos,asunta,asunte,asueto,asusto,apunto,ajunto,asuntá,asunté,as unto,as-unto"
"asustada";"1";"asustada";"asustada,asustad,asustadas,asestada,asustara,asustado,asuntada,asustaba,ajustada,ayustada,asusta da,asusta-da,asustad a"
"asustado";"4";"asustado";"asustado,asustad,asustando,asustados,asustada,asestado,asuntado,ajustado,ayustado,asusta do,asusta-do,asustad o"
"atención";"3";"atenuación";"atenuación,concatenación"
"aterrizan";"1";"aterrizan";"aterrizan,aterriza,aterrizar,aterrizas,aterrizad"
"atestado";"1";"atestado";"atestado,atestad,atesado,atetado,testado,atestando,atestados,atetados,atestada,atentado,asestado,apestado,agestado,a testado,atesta do"
"atiende";"1";"atiende";"atiende,atiene,tiende,atienden,atiendes,atienda,atiendo,a tiende"
"atraco";"1";"atraco";"atraco,atracó,ataco,atranco,atracos,matraco,atraca,atraso,atrapo,atrajo,atracá"
"atractiva";"1";"atractiva";"atractiva,atractivas,atractivo"
"atrapa";"3";"atrapa";"atrapa,atrapá,arrapa,trapa,atrapar,atrapan,atrapas,atrapad,atrampa,atapar,atrape,atrapo,atropa,atrasa,atraca"
"atrasa";"1";"atrasa";"atrasa,atrasá,tarasa,arrasa,atrasar,atrasan,atrasas,atrasad,ataras,atrase,atraso,atraca,atrapa,abrasa,atrasó"
"atraviesa";"1";"atraviesa";"atraviesa,traviesa,atraviesan,atraviesas,atraviese,atravieso,a traviesa"
"atreve";"1";"atreve";"atreve,atrevé,atrever,atreven,atreves,atreved,atreva,atrevo,abreve,atreví"
"atropella";"1";"atropella";"atropella,atropellá,atropellar,atropellan,atropellas,atropellad,atropelle,atropello,atropelló,atropellé"
"atropellado";"4";"atropellado";"atropellado,atropellad,atropellador,atropellando,atropellados,atropellada,atropella do,atropella-do,atropellad o"
"atropellar";"1";"atropellar";"atropellar,atropella,tropellar,atropellara,atropellare,atropellará,atropellaré,atropellan,atropellas,atropellad,a tropellar,atrope llar,atrope-llar"
"atropello";"1";"atropello";"atropello,atropelló,atropellos,atropella,atropelle,atropellá,atropellé"
"atún";"1";"atan";"atan,aten"
"aún";"4";"aun";"aun,aúna,aúne,aúno"
"aunque";"1";"aunque";"aunque,yunque,aun que,aun-que"
"auto";"1";"auto";"auto,ato,autor,autos,cauto,pauto,jauto,ruto,acto,alto,luto,muto,apto,puto"
"autobus";"1";"auto bus";"auto bus,auto-bus,autobÃºs"
"autobús";"6";"autobÃºs";"autobÃºs"
"autocorrector";"1";"auto corrector";"auto corrector,auto-corrector,autocorrectivo,autocorrectiva"
"auxilio";"1";"auxilio";"auxilio,auxilió,auxilios,auxilia,auxilie,auxiliá,auxilié"
"avatar";"1";"avatar";"avatar,acatar,avalar,avadar,afatar,avahar"
"avergonzada";"1";"avergonzada";"avergonzada,avergonzad,avergonzadas,avergonzara,avergonzado,avergonzaba,avergonzad a"
"avión";"8";"avió";"avió,avivan"
"avisar";"1";"avisar";"avisar,avisa,aviar,visar,avisara,avisare,avistar,avispar,avisará,avisaré,avisan,anisar,avisas,avilar,alisar"
"ay";"6";"ay";"ay,ya,a,y,aya,ayo,lay,gay,hay,ar,as,al,ad,ah,aj"
"ayer";"9";"ayer";"ayer,raye,ayes"
"ays";"1";"aya";"aya,ay,as,ayas,ayes,ayos,gays,aes,ayo"
"ayuda";"1";"ayuda";"ayuda,ayudá,ayudar,ayudan,ayudas,ayudad,ayude,ayudo,ayuna,anuda,acuda,aluda,aguda,ayudó,ayudé"
"ayudando";"1";"ayudando";"ayudando,ayudado,ayunando,anudando,ayudan do,ayudan-do"
"ayudar";"1";"ayudar";"ayudar,ayuda,ayudara,ayudare,ayudará,ayudaré,ayudan,ayunar,anudar,ayudas,ayudad"
"ayudara";"2";"ayudara";"ayudara,ayudará,ayudar,ayudaran,ayudaras,ayudaría,ayudare,ayunara,anudara,ayudada,ayudaba,ayudaré,ayudar a"
"ayudarme";"1";"ayudare";"ayudare,ayudarse,ayudar me,ayudar-me,ayudara,ayudar,mudarme"
"ayúdeme";"1";"ademe";"ademe"
"ayuntamiento";"1";"ayuntamiento";"ayuntamiento,ayuntamientos,apuntamiento,ay untamiento,ay-untamiento"
"ayy";"1";"ay";"ay,aya,ayo,ay y"
"azafata";"3";"azafata";"azafata,azafatas,azafate"
"azucar";"1";"azucara";"azucara,azucare,azucaro,bazucar,azucaró,azucará,azucaré,azocar,azular,azuzar,carrucar,carruca"
"azúcar";"3";"azocar";"azocar,cazar"
"azul";"3";"azul";"azul,azula,azule,azulo,azuló,azulá,azulé,azur,azud"
"b";"3";"be";"be,bu,a,e,o,d,u,y"
"ba";"1";"va";"va,na,a,bar,bao,boa,iba,bah,be,ea,ca,ta,la,da,bu"
"babor";"2";"babor";"babor,barbo,sabor,tabor,labor"
"baches";"1";"baches";"baches,bachea,bache,bacheas,bachees,bacheás,bachee,raches,bacheo,boches,saches,caches,taches,buches,maches"
"bachiller";"1";"bachiller";"bachiller,bachillera,bachillere,bachillero,bachilleró,bachillerá,bachilleré"
"baden";"2";"naden";"naden,basen,barden,balden,badea,baten,balen,bajen,cebaden,bandeen,baldeen,ensebad"
"bailar";"1";"bailar";"bailar,baila,balar,bailara,bailare,basilar,bacilar,babilar,bailará,bailaré,bailan,bailas,ballar,bailad"
"baja";"4";"baja";"baja,bajá,naja,aja,abaja,bajar,bajan,bajas,bajad,baje,raja,bajo,boja,basa,saja"
"bajado";"1";"bajado";"bajado,bojada,badajo,bajad,ajado,abajado,bajando,bajados,bajadlo,bajada,rajado,bojado,basado,sajado,tajado"
"bajan";"1";"bajan";"bajan,baja,ajan,abajan,bajen,bajar,rajan,bojan,bajas,basan,sajan,batan,tajan,balan,bajad"
"bajase";"1";"bajase";"bajase,bajas,ajase,abajase,bajarse,bajasen,bajases,bajaste,bajare,rajase,bojase,basase,sajase,tajase,balase"
"bájate";"1";"bÃ¡jate";"bÃ¡jate"
"baje";"1";"baje";"baje,bajé,aje,abaje,bajen,bajes,bajel,baja,raje,bajo,boje,base,saje,bate,taje"
"bajen";"1";"bajen";"bajen,baje,ajen,abajen,bajan,rajen,bojen,bajes,basen,sajen,baten,tajen,bajel,balen,majen"
"bájese";"1";"bÃ¡jese";"bÃ¡jese"
"bajito";"1";"bajito";"bajito,bajitos,bajita,balito"
"bajo";"1";"bajo";"bajo,bajó,boja,bao,ajo,abajo,bajos,baja,baje,baro,rajo,bojo,baso,sajo,bato"
"bala";"2";"bala";"bala,balá,ala,abala,balea,balar,baila,balan,balas,balsa,balta,balad,balda,balaj,alba"
"balarme";"1";"balare";"balare,alarme,balarse,calarme,balar me,balar-me,embalar,labrarme,balar,barrerme"
"balas";"1";"balas";"balas,balás,balsa,basal,balad,bala,alas,abalas,balase,baleas,bailas,balsas,baltas,baldas,albas"
"balcón";"1";"balcÃ³n";"balcÃ³n"
"ballena";"1";"ballena";"ballena,ballenas"
"balneario";"2";"balneario";"balneario,baleario,balnearios,balnearia"
"bananas";"1";"banabas";"banabas,bananos,cananas,batanas,bananeras,banastas,banasta,sabanas"
"banco";"2";"banco";"banco,bancos,blanco,banca,bance,barco,bando,manco,panco,banzo,zanco"
"bandeja";"1";"bandeja";"bandeja,bandea,bandejar,bandejas,bandera"
"banquete";"1";"banquete";"banquete,banquetea,banquetee,banqueteo,banquetes,blanquete,banqueteó,banqueteá,banqueteé,banqueta"
"bañaba";"1";"banaba";"banaba,basaba,balaba,bagaba,bajaba,baba"
"bañado";"1";"basado";"basado,balado,bagado,bajado,adobado,adoba"
"bañarme";"1";"barrerme";"barrerme"
"bañarse";"1";"basarse";"basarse,balarse,bagarse,bajarse,balsearse,abarse"
"baño";"7";"bao";"bao,baro,baso,bato,balo,bago,bazo,bajo,bayo"
"bar";"15";"bar";"bar,ar,baro,bao,car,lar,dar,mar,par,far,bah,zar"
"barata";"1";"barata";"barata,taraba,batata,abarata,baratea,baratas,barato,barita,baraca,balata,parata,baraja,baraka,bar ata,bar-ata"
"barbie";"2";"barbe";"barbe,barbee,barbarie,barbare,barbar"
"barcelona";"3";"Barcelona";"Barcelona,acanelonar"
"bárcenas";"2";"cercenas";"cercenas,cercenaras"
"barco";"4";"barco";"barco,braco,baro,arco,abarco,barceo,barcos,barca,barro,bario,banco,bardo,marco,parco,barbo"
"bares";"1";"bares";"bares,abres,vares,nares,bates,ares,barres,bardes,barbes,bagres,breas,baros,bases,cares,tares"
"barquito";"1";"barquino";"barquino,bar quito,bar-quito,arquitecto"
"barra";"1";"barra";"barra,barrá,narra,barrea,barrar,barran,barras,barral,barrad,barría,barre,berra,barro,borra,baria"
"barranco";"1";"barranco";"barranco,arranco,abarranco,barrancos,barranca,barrando"
"barranco'y";"1";"barranco";"barranco,arrancaban"
"barras";"2";"barras";"barras,barrás,narras,barrad,barra,barrase,barreas,barrías,barres,berras,barrar,barros,borras,barias,barran"
"barrendero";"1";"barrendero";"barrendero,barrenero,barredero,barrenderos,barrendera"
"barriga";"1";"barriga";"barriga,barrigas,barrica,barrita,barrila,barrida"
"basalto";"2";"basalto";"basalto,balasto,asalto,basaltos,bisalto,basal to,basal-to"
"bascula";"1";"bascula";"bascula,basculá,bascular,basculan,basculas,basculad,bascule,basculo,basculó,basculé"
"básico";"1";"besico";"besico"
"basta";"1";"basta";"basta,bastá,vasta,basa,bata,asta,abasta,bastea,bastar,bastan,bastas,bastad,batas,baste,basto"
"bastante";"1";"bastante";"bastante,bastantea,bastantee,bastanteo,bastantes,bastanteó,bastanteá,bastanteé,bastarte,bastaste,bastan te,bastan-te"
"basura";"2";"basura";"basura,asura,basuras,basara,rasura,bajura"
"batido";"1";"batido";"batido,bitado,batid,abatido,batidor,batidos,batida,balido,latido,batid o"
"be";"1";"be";"be,ve,ne,e,ben,bes,bel,ble,bey,re,se,ce,te,le,de"
"bebe";"1";"bebe";"bebe,bebé,beber,beben,bebes,bebed,beba,bebo,bese,sebe,cebe,debe,befe,bebí,jebe"
"bebé";"7";"bebe";"bebe,bebé,bebés,beba,bebo,besé,cebé,debé,befé,bebí"
"beben";"3";"beben";"beben,bebe,beban,beber,bebes,besen,ceben,bebed,deben,befen,be ben,be-ben"
"beber";"1";"beber";"beber,bebe,beberá,beberé,beben,bebes,bebed,deber,weber"
"bebés";"1";"bebes";"bebes,bebés,bebé,bebéis,bebas,debés"
"bebidas";"1";"bebidas";"bebidas,bebida,bebidos,debidas"
"bebo";"1";"bebo";"bebo,beba,bebe,bobo,beso,sebo,beco,cebo,debo,befo,bebí,bebé,yebo"
"beeeeeeeee";"1";NA;NA
"bella";"1";"bella";"bella,ella,bellas,bello,bolla,billa,sella,cella,bulla,mella,pella,belga,belfa,bel la,bel-la"
"belleza";"1";"belleza";"belleza,bellezas"
"berlín";"1";"berlina";"berlina"
"béseme";"1";"semeje";"semeje"
"beso";"2";"beso";"beso,besó,sebo,bes,eso,obeso,besos,besa,baso,bese,biso,seso,beco,ceso,teso"
"bici";"1";"bici";"bici,bicis"
"bicicleta";"4";"bicicleta";"bicicleta,bicicletas"
"bien";"34";"bien";"bien,bine,buen,ben,binen,bisen,biten,bren,bies,sien,cien"
"bienvenido";"2";"bienvenido";"bienvenido,bienvenidos,bienvenida,bien venido,bien-venido"
"bigamia";"1";"bigamia";"bigamia,bigamias"
"bigote";"1";"bigote";"bigote,bigotes,gigote,jigote"
"bigotes";"1";"bigotes";"bigotes,bigote,gigotes,jigotes"
"bikini";"2";"biquini";"biquini,bikini,bikinis"
"bilbao";"1";"bilao";"bilao,birimbao"
"billete";"1";"billete";"billete,billetes,sillete,gillete"
"billetera";"1";"billetera";"billetera,billeteras,billetero"
"bisabuelo";"1";"bisabuelo";"bisabuelo,bisabuelos,bisabuela,bis abuelo,bis-abuelo"
"bistek";"1";"bistec";"bistec"
"bizco";"1";"bizco";"bizco,bizcó,bizcos,bizca,bizmo,pizco,bizcá"
"blanco";"1";"blanco";"blanco,banco,blancor,blancos,blanca,blinco,blando,planco,flanco"
"blancos";"1";"blancos";"blancos,blanco,bancos,blancas,blancor,blandos,plancos,flancos"
"blando";"1";"blando";"blando,blonda,bando,balando,ablando,blandeo,blandos,blanda,blande,blondo,blindo,blanco,blandí"
"blogs";"1";"blocas";"blocas"
"bob";"1";"boba";"boba,bobo,boa,rob,bol,boj"
"boca";"2";"boca";"boca,coba,noca,boa,oca,aboca,bocea,broca,bocas,bocal,bloca,bocha,baca,beca,roca"
"boda";"2";"boda";"boda,bofa,boa,oda,beoda,borda,bodas,bode,roda,soda,boca,coda,bota,toda,bola"
"bodega";"2";"bodega";"bodega,bodegas"
"bodorrio";"1";"bodorrio";"bodorrio,bodorrios"
"bolas";"1";"bolas";"bolas,bolsa,lobas,bola,boas,olas,boleas,borlas,bolsas,bollas,balas,boles,bolar,rolas,bolos"
"bolívar";"1";"bolÃ­var";"bolÃ­var"
"bolos";"1";"bolos";"bolos,bolso,lobos,bolo,bolsos,bollos,boldos,bolas,boles,boros,bonos,solos,botos,dolos,bulos"
"bolsas";"1";"bolsas";"bolsas,balsos,bolsa,bolas,abolsas,bolisas,balsas,boleas,bolsos,bollas,molsas"
"bolso";"1";"bolso";"bolso,bolos,boldo,bolo,abolso,bolsos,bolsa,balso,boleo,bollo,molso,bol so,bol-so"
"bolsos";"2";"bolsos";"bolsos,boldos,bolso,bolos,bolsas,balsos,bollos,molsos"
"bomba";"1";"bomba";"bomba,bimba,boba,abomba,bombea,bombas,bamba,bombo,comba,lomba"
"bombardeo";"1";"bombardeo";"bombardeo,bombardeó,bombardero,bombardeos,bombardea,bombardee,lombardeo,bombardeá,bombardeé"
"bombón";"3";"bombo";"bombo"
"bondad";"1";"bondad";"bondad,bordad,rondad,sondad,mondad"
"bonita";"1";"bonita";"bonita,ebonita,bonitas,benita,bonito,bonina"
"bonitas";"1";"bonitas";"bonitas,bonita,ebonitas,benitas,bonitos,boninas"
"bonito";"4";"bonito";"bonito,boniato,bonitos,bonita,benito,bonico,bonizo"
"borde";"3";"borde";"borde,bordé,bode,bordea,aborde,bordee,bordeo,borden,bordes,bordeó,bordeá,bordeé,borda,barde,borre"
"borracho";"13";"borracho";"borracho,barrocho,borracheo,borrachos,borracha,borra cho,borra-cho"
"borrachos";"4";"borrachos";"borrachos,barrochos,borracho,borrachas"
"borrarme";"1";"borrarme";"borrarme,borrare,borrarse,borrarte,borrarle,bordarme,forrarme,borrar me,borrar-me"
"bosque";"4";"bosque";"bosque,bosques,rosque,cosque,busque,mosque"
"bostezarás";"1";"bostezaras";"bostezaras,bostezarás,bostezará,bostezares,bostezarán"
"bote";"3";"bote";"bote,boté,vote,note,bite,boye,brote,boten,botes,bota,bate,rote,boto,lote,bode"
"botella";"2";"botella";"botella,botellas,botilla"
"botones";"1";"botones";"botones,bonotes,abotones"
"bowlings";"2";"bolineas";"bolineas"
"bragas";"4";"bragas";"bragas,grabas,braga,bagas,briagas,bregas,brasas,bracas,tragas,dragas,bramas,fragas,bravas,brazas"
"bre";"1";"be";"be,re,brea,abre,bree,breo,obre,bren,ubre,breó,breá,breé,are,ere,ore"
"bromas";"2";"bromas";"bromas,bromás,bromad,broma,romas,abromas,bromase,bromeas,bramas,aromas,bromes,bromar,bromos,broman,brocas"
"bros";"1";"ros";"ros,baros,boros,baos,aros,eros,oros,uros,pros,gros,bromos"
"brother";"1";"hebrero";"hebrero"
"buceo";"1";"buceo";"buceo,buceó,buce,buco,bucero,buceos,bucea,bucee,bureo,boceo,bucen,buces,buceá,buceé,buce o"
"buen";"1";"buen";"buen,bien,ben,buena,bueno,bucen,bufen,bren,buey,bu en,bu-en"
"buena";"13";"buena";"buena,buen,buenas,bueno,suena,quena,buen a"
"buenas";"5";"buenas";"buenas,buena,buenos,suenas,quenas,buen as,buen-as"
"buenavista";"1";"buen avista";"buen avista,buen-avista,buena vista,buena-vista,buenaventura"
"buenísima";"2";"buenÃ­sima";"buenÃ­sima"
"bueno";"25";"bueno";"bueno,buen,buenos,buena,sueno,buen o"
"buenos";"4";"buenos";"buenos,bueno,buenas,suenos,buen os,buen-os"
"buff";"1";"bufa";"bufa,bufe,bufo,bufó,bufá,bufé"
"burlarse";"2";"burlarse";"burlarse,burlares,birlarse,burlare,burlase,burilarse,burlar se,burlar-se"
"burro";"2";"burro";"burro,rubro,bureo,aburro,burros,burra,buaro,barro,berro,borro,curro,turro,burlo,burdo,purro"
"bus";"1";"bus";"bus,bis,bu,bes,rus,sus,tus,bum,mus,pus"
"busca";"2";"busca";"busca,buscá,buscar,brusca,buscan,buscas,buscad,basca,busco,musca,fusca,buscó,bus ca,bus-ca"
"buscas";"1";"buscas";"buscas,buscás,buscad,busca,buscase,bruscas,buscaos,bascas,buscar,buscan,muscas,fuscas"
"búsqueda";"1";"bÃºsqueda";"bÃºsqueda"
"buzo";"1";"buzo";"buzo,buzó,uzo,abuzo,bruzo,buzos,buza,bazo,bozo,buco,bulo,bufo,buzá,buyo"
"c";"2";"ca";"ca,ce,oc,cu,cm,ch,a,e,o,d,u,y"
"ca";"3";"ca";"ca,va,a,cae,cea,car,coa,oca,can,cal,cha,caz,caí,caé,ce"
"caballero";"1";"caballero";"caballero,caballeo,cabalero,acaballero,caballereo,caballeros,caballera,cabillero,cazallero,caballejo"
"caballo";"6";"caballo";"caballo,aballo,acaballo,caballeo,caballos,caballa,cabello,cabillo,cabalgo,cabal lo,cabal-lo"
"caben";"1";"caben";"caben,ceban,caven,cabe,caen,acaben,camben,ceben,caber,cabes,casen,saben,cacen,caten,calen"
"cabeza";"7";"cabeza";"cabeza,cabezas,cabezal,cabezo,cabe za,cabe-za"
"cabía";"1";"cabía";"cabía,caía,cabría,cabían,cabías,cabra,caría,sabía"
"cable";"2";"cable";"cable,cabe,cale,cablea,cablee,cableo,cables,cableó,cableá,cableé,sable,table,calle,dable,bable"
"cabo";"4";"cabo";"cabo,coba,cavo,cano,acabo,cabos,cambo,cabe,cebo,caro,rabo,nabo,caso,caco,cato"
"cabrón";"2";"cabrán";"cabrán,cabrean"
"cabronazo";"1";"cabrona";"cabrona,abronca"
"caca";"2";"caca";"caca,vaca,cava,cacea,carca,cacao,cacas,casca,calca,cacha,cace,ceca,cara,caco,coca"
"cacao";"1";"cacao";"cacao,caca,caco,cacaos,caceo,cacas,cacto,cacho,caca o"
"cachichien";"1";"achicaren";"achicaren,cachipoden,chicaneen,enchicaren"
"cada";"8";"cada";"cada,daca,casa,carda,ciada,canda,cadas,calda,cauda,caída,ceda,cara,rada,coda,cana"
"cadena";"2";"cadena";"cadena,cadenas,cadera,carena,cayena"
"caderas";"1";"caderas";"caderas,vaderas,caseras,cadera,calderas,careras,cadenas,caceras,caleras,laderas,cameras,maderas,cajeras,cayeras"
"caduca";"1";"caduca";"caduca,caducá,casuca,caducar,caducan,caducas,caducad,caduco,caducó"
"cae";"5";"cae";"cae,caé,cea,car,ca,ce,caer,caen,caes,case,cace,cate,cale,caed,cape"
"caer";"2";"caer";"caer,acre,crea,cae,car,caler,caber,caerá,caeré,cera,raer,caen,caes,caed"
"caerían";"1";"caerían";"caerían,caería,carían,raerían,caerías,cabrían"
"cafe";"2";"cae";"cae,cafre,chafe,rafe,case,cace,cate,cale,cape,cabe,gafe,cave,zafe,ca fe,ca-fe"
"café";"5";"caé";"caé,chafé,casé,cacé,caté,calé,capé,cabé,gafé,cavé,zafé"
"cagando";"2";"cagando";"cagando,vagando,cagado,cargando,cangando,cangado,cegando,casando,catando,calando,capando,pagando,bagando,cavando,cazando"
"cagar";"1";"cagar";"cagar,vagar,caga,cagara,cagare,cargar,cangar,cagará,cagaré,carga,cegar,cagan,cagas,casar,catar"
"cagas";"2";"cagas";"cagas,cagás,vagas,cagad,caga,cagase,cargas,caigas,cangas,cagar,caras,cagan,canas,casas,sagas"
"cagate";"1";"cegata";"cegata,cagare,cagaste,carate,cagase,caga te,caga-te,aguacate,catea,catee,cate"
"caía";"1";"caía";"caía,caí,caría,caían,caías,caída,cabía,cara,cría,raía,cana,casa,caca,cata,cala"
"caían";"1";"caían";"caían,caía,carían,cabían,crían,raían,caías,casan,catan,calan,capan,cagan,cavan,cazan"
"caído";"5";"caído";"caído,caídos,caída,cardo,raído,cando,caldo,caí do,caí-do"
"caídos";"1";"caídos";"caídos,caído,caídas,cardos,raídos,caldos,caímos,caí dos,caí-dos"
"caigo";"1";"caigo";"caigo,cago,cajigo,caiga,cargo,raigo,cango"
"caja";"5";"caja";"caja,jaca,aja,cajas,cuaja,ceja,cara,raja,coja,cana,naja,casa,saja,caca,cata"
"cajera";"1";"cajera";"cajera,cejara,cajeta,ajera,cajeras,cajería,carera,cajero,cojera,casera,cacera,calera,cadera,camera,pajera"
"calamares";"1";"calamares";"calamares,aclamares,calmares,clamares,alamares,calambres,cal amares,cal-amares,cala mares,cala-mares,calamar es,calamar-es"
"calcetines";"1";"calcetÃ­nes";"calcetÃ­nes,calcetares,calcetes,calcines"
"caldito";"1";"maldito";"maldito,callandito"
"calentita";"1";"calentita";"calentita,calentitas,calentito,calen tita,calen-tita"
"calentitos";"1";"calentitos";"calentitos,calentito,calentitas,calen titos,calen-titos"
